show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,IMDB_Rating,year_added
s1849,Movie,My little Pony: A Very Minty Christmas en EspaÃ±ol,,,,2020-01-31,2014,G,44 min,Kids,Minty se aventura en un peligroso viaje hacia el Polo Norte. En el camino descubre el valor de la amistad y que el simple hecho de dar de uno mismo puede garantizar una gran navidad para todos.,5.2,2020
s1850,TV Show,My Little Pony: Friendship is Magic en EspaÃ±ol,,,,2020-01-31,2019,,1 Season,"Family, Kids","Cuando Celestia y Luna deciden jubilarse y entregarle el gobierno de Equestria a Twilight y sus amigas, Twilight cae en una espiral de dudas. Mientras tanto, el antiguo villano Grogar se reÃºne con una legiÃ³n de personajes malvados para conquistar todo Equestria, pero el restituido rey Sombra tiene sus propias ideas de conquista.",7.7,2020
s1851,Movie,My Little Pony: The Princess Promenade en EspaÃ±ol,,,,2020-01-31,2006,G,51 min,Kids,El paseo primaveral se acerca y los ponis se preparan para ello con la ayuda de los Breezies. Pero una hierba problemÃ¡tica cae sobre Wysteria y Pinkie Pie en una misteriosa cueva donde Spike el dragÃ³n ha estado dormido durante mil aÃ±os.,7.4,2020
s1852,Movie,My little Pony: Twinkle Wish Adventure en EspaÃ±ol,,,,2020-01-31,2009,G,44 min,Kids,"Los ponis de Ponyville se preparan para el festival invernal de los deseos, pero cuando Cheerilee y sus amigas quedan a cargo de la estrella de los deseos, la pierden un dÃ­a antes de la ceremonia de ornamentaciÃ³n.",4.6,2020
s1853,Movie,Nisekoi,,,Japan,2020-01-31,2014,1 Season,,"Anime, Comedy, International","Raku Ichijo is an average high school student. He also happens to be the sole heir to the head of a Yakuza Family called the Shuei-gumi. 10 years ago, Raku made a promiseâ¦ a secret promise with a girl he met. They promised one another that they will âget married when they reunite.â Since then, Raku never let go of the pendant the girl gave him. Then one day, a beautiful girl named Chitoge Kirisaki transfers into Rakuâs class. Their chemistry was more than off. There was not a moment where they were not fighting. But, by a weird turn of eventsâ¦ Raku and Chitoge agree to become fake lovers. Although his heart is really interested in his classmate Kosaki Onoderaâ¦ Raku must continue pretending to be Chitogeâs boyfriend. How far will you go for a love so truly fake? Which girl holds the key to Rakuâs pendant and to his heart?",7.2,2020
s1854,TV Show,Nisekoi 2,,,,2020-01-31,2015,,1 Season,"Anime, Comedy, International","Raku Ichijo is an average high school student. He also happens to be the sole heir to the head of a Yakuza Family called the Shuei-gumi. 10 years ago, Raku made a promiseâ¦ a secret promise with a girl he met. They promised one another that they will âget married when they reunite.â Since then, Raku never let go of the pendant the girl gave him. Then one day, a beautiful girl named Chitoge Kirisaki transfers into Rakuâs class. Their chemistry was more than off. There was not a moment where they were not fighting. But, by a weird turn of eventsâ¦ Raku and Chitoge agree to become fake lovers. Although his heart is really interested in his classmate Kosaki Onoderaâ¦ Raku must continue pretending to be Chitogeâs boyfriend. How far will you go for a love so truly fake? Which girl holds the key to Rakuâs pendant and to his heart?",7.2,2020
s1855,TV Show,Oreshura,,,Japan,2020-01-31,2013,TV-14,1 Season,"Anime, Drama, International","The protagonist, Eita Kidou, is a high school freshman with excellent grades and a disdain for love. He used to live a regular school life with his childhood friend, Chiwa Harusaki, a girl who's nearly a sister to him, but then one day the school's most beautiful girl, Masuzu Natsukawa, confesses to him. However, her true desire is only to fool the eyes of others and pretend to be a couple. With a certain secret of his in Masuzu's hands, Eita is forced to play alongâ¦ But a fierce battle over Eita begins as his ex-girlfriend, Himeka, and his fiancÃ©, Ai, join the fray!!",6.4,2020
s1856,Movie,Plastic Memories,,,Japan,2020-01-31,2015,1 Season,,"Anime, International","In a world where there was a slight advancement in science. After failing his college entrance exams, 18 year-old Tsukasa Mizugaki is offered a position at the renowned SAI Corporation due to his father's connections. Sai Corporation was known for its production and management of androids that possessed human emotions called ""Giftia."" Tsukasa's job is to recover Giftias that are close to expiration. To make matters worse, he's paired with Isla, a female Giftia who has only ever had the task of serving tea.",7.3,2020
s1857,TV Show,Puella Magi Madoka Magica,,,Japan,2020-01-31,2011,TV-14,1 Season,"Anime, International, Science Fiction","She has a loving family and best friends, laughs and cries from time to time. Madoka Kaname, an eighth grader of Mitakihara middle school, is one of those who lives such a life. One day, she had a very magical encounter. She doesn't know if it happened by chance or by fate. This is a fateful encounter that can change her destiny. This is a beginning of the new story of the magical witch girls.",8.2,2020
s1858,TV Show,Rurouni Kenshin,,,Japan,2020-01-31,1996,TV-14,3 Seasons,"Anime, Science Fiction",The adventures of a young master Samurai who helps a struggling martial arts school in Meiji era Japan.,7.4,2020
s1859,TV Show,Serie PokÃ©mon XY,,,,2020-01-31,2014,,1 Season,"Anime, Kids","El viaje de Ash Ketchum continÃºa en la temporada PokÃ©mon XY cuando Ã©l llega a la regiÃ³n Kalos, Â¡una tierra rebosante de belleza, llena de nuevos PokÃ©mon por descubrir! Luego de poner los ojos en la Liga Kalos, Ash estÃ¡ listo para luchar y atrapar tantos PokÃ©mon como sea posible. Pero primero tendrÃ¡ que enfrentar a los formidables LÃ­deres de Gimnasio de esta regiÃ³n y descubrir algunas emocionantes novedades en la EvoluciÃ³n PokÃ©mon. Aunque tiene nuevos amigos Serena, Clemont y Bonnie a su lado, tambiÃ©n hay muchos rostros y PokÃ©mon familiares a lo largo del camino mientras Ash persigue su sueÃ±o de convertirse en un Maestro PokÃ©mon.",8.2,2020
s1860,TV Show,Serie PokÃ©mon XY â Expediciones en Kalos,,,,2020-01-31,2015,,1 Season,"Anime, Kids","Â¡Ash y Pikachu continÃºan con su viaje Ã©pico en la emocionante siguiente temporada de La Serie PokÃ©mon XYÂ¡ Mientras Ash continÃºa en su bÃºsqueda para ganar ocho medallas de Gimnasio para poder entrar a la Liga Kalos, Ã©l y sus compaÃ±eros de viaje harÃ¡n nuevos amigos, crearÃ¡n nuevas rivalidades, y, por supuesto, conocerÃ¡n a nuevos PokÃ©mon. Serena, con su compaÃ±ero Fennekin y su nuevo amigo Pancham, competirÃ¡ en el mundo de la ExhibiciÃ³n PokÃ©mon; Clemont continuarÃ¡ creando inventos y esperarÃ¡ que algunos tengan Ã©xito; y Bonnie, como siempre, Â¡tratarÃ¡ de encontrar a alguien que cuide de su hermano mayor!",7.5,2020
s1861,TV Show,Serie PokÃ©mon XYZ,,,,2020-01-31,2016,,1 Season,"Anime, Kids","Â¡La aventura de Ash y Pikachu en la regiÃ³n Kalos llega a su clÃ­max en La serie PokÃ©mon XYZ! Ahora que le falta sÃ³lo una medalla de Gimnasio para poder entrar a la Liga Kalos, Ash persigue su sueÃ±o de convertirse en un Maestro PokÃ©mon con determinaciÃ³n. Serena tambiÃ©n estÃ¡ un paso mÃ¡s cerca de alcanzar sus sueÃ±os, ahora que su camino en la ExhibiciÃ³n PokÃ©mon se aproxima cada vez mÃ¡s a la competencia por la corona de la Reina de Kalos. Bonnie tiene un nuevo amigo a quien cuidar con el adorable aunque misterioso Blandito, pero pronto queda claro que hay fuerzas siniestras en movimiento que podrÃ­an separarlos. Â¿ConseguirÃ¡ el sombrÃ­o Equipo Flare cumplir su deseo, o lograrÃ¡n nuestros hÃ©roes proteger a Blandito, y a toda la regiÃ³n Kalos, de sus ardientes ambiciones?",8.2,2020
s1862,TV Show,Sword Art Online,,,Japan,2020-01-31,2012,TV-PG,1 Season,"Action, Adventure, Anime","In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called: Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",7.5,2020
s1863,Movie,Sword Art Online Extra Edition,,,Japan,2020-01-31,2013,101 min,,"Anime, International","Kirito and the others decide to go on an underwater quest to allow Yui to see a whale, but face a shocking revelationâ¦ Suguha is afraid of water. So, Asuna and the other girls decide to teach Suguha how to swim. Meanwhile, Kirito is meeting somebody...",6.2,2020
s1864,TV Show,Sword Art Online II,,,,2020-01-31,2014,TV-14,1 Season,"Action, Adventure, Anime","A year has passed since the SAO incident. Kirito receives a strange request from Seijiro Kikuoka of the Ministry of Internal Affairs and Communications, Virtual Division. He has been researching a strange phenomenon, Death Gun, that suddenly occurred in the VRMMO Gun Gale Online (GGO). If a player is shot by the avatar who has the black gun, they will die in real life as well. Kirito is unable to reject the the request to log into GGO, despite his doubt about the physical impact that the virtual world can have on reality.",7.0,2020
s1865,TV Show,The Asterisk War,,,Japan,2020-01-31,2015,TV-14,2 Seasons,"Action, Adventure, Anime","Invertia (meteor storm)â¦ an unprecedented disaster that struck the world during the 20th century. Because of this disaster, numerous cities around the world were destroyed. However, within the meteor, an unknown element called mana (all-encompassing element), was discovered, which allowed human technology to make rapid strides, and gave rise to a new species of human born with unique skills â the Star Pulse Generation (Genestella). The setting for the worldâs greatest all-around battle entertainment, the Festas (Star Warrior Festivals), is an academy city above the water surrounded by six academies called Rikka, also commonly known as Asterisk. Having transferred into Seidoukan Academy in order to fulfill his own wish, scholarship student Ayato Amagiri swears to himself that heâll fight in this city. Burning souls raceâ¦ The curtain rises on school battle entertainment!",6.8,2020
