show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,IMDB_Rating,year_added
s601,Movie,Phobias,,,,2021-06-17,2021,R,86 min,"Horror, Thriller","Five dangerous patients, suffering from extreme phobias at a government testing facility, are put to the ultimate test under the supervision of a crazed doctor and his quest to weaponize fear.",3.6,2021
s602,TV Show,Accused: Guilty or Innocent?,,,,2021-06-15,2020,TV-14,1 Season,"Crime, Documentaries, Drama","A man shoots his wife, and it's all caught on camera. Was this a cold-blooded murder or a justified act of self-defense?",8.2,2021
s603,TV Show,Alone,,,United States,2021-06-15,2015,TV-14,7 Seasons,"Action, Adventure, Documentaries","In Alone, ten men are left in solitude, and separated from each other, in the harsh Vancouver Island wilderness. With no camera crews or producers, they have to survive using only what they can stuff into a backpack. They will hunt, build shelters and fend off predators as they face extreme isolation, psychological distress and the terrifying plunge into the unknown.",8.4,2021
s604,TV Show,Alone: The Beast,,,,2021-06-15,2020,TV-PG,1 Season,"Action, Adventure, Reality","Three strangers attempt to endure 30 days in a remote wilderness location with no tools or modern amenities; faced with extreme challenges, it'll take all their ingenuity and stamina to work together as a team and survive.",5.5,2021
s605,TV Show,America: Our Defining Hours,,,,2021-06-15,2020,TV-14,1 Season,"Documentaries, Drama, History","From the Mayflower to the Civil War to the tragedy on September 11, America: Our Greatest Hours draws upon 300+ years of US history to tell the emotional tale of how the US seized moments of crisis to create a better tomorrow.",6.8,2021
s606,Movie,Born to Play,,,,2021-06-15,2020,,93 min,"Documentaries, News","Spend a season with the Boston Renegades, a womenâs semi-professional tackle football team on a path for redemption after losing the national championship the previous year.",7.1,2021
s607,TV Show,Dance Moms,,,,2021-06-15,2010,TV-PG,5 Seasons,"Family, Lifestyle & Culture, Reality","Set in Pittsburgh's renowned Abby Lee Dance Company, owned and operated by notoriously demanding and passionate instructor Abby Lee Miller, Dance Moms follows children's early steps on the road to stardom, and their doting mothers who are there for every rehearsal, performance and all under the discerning eye of Miller.",4.7,2021
s608,TV Show,Duck Dynasty,,,United States,2021-06-15,2012,TV-PG,1 Season,"Documentaries, Reality","Meet the Robertsons, a Louisiana bayou family living the American dream. A mom-and-pop operation, the Duck Commander business has become a sporting empire by making top-of-the-line duck calls and decoys.",6.2,2021
s609,TV Show,Forged in Fire,,,United States,2021-06-15,2015,TV-PG,3 Seasons,"Documentaries, History, Reality","Forged in Fire is a competition show pitting master weapon makers against each other. Each week, four of the best blade smiths in the country will come together to put both their skills and reputations on the line.",8.2,2021
s610,Movie,Gone Girl,,,United States,2021-06-15,2014,TV-MA,146 min,"Crime, Drama, Mystery","On the occasion of his fifth wedding anniversary, a magazine writer reports that his beautiful wife â famous for being the inspiration for her parents' beloved children's books â has gone missing. Presented by FXM",8.1,2021
s611,Movie,Her Deadly Sugar Daddy,,,,2021-06-15,2020,TV-14,91 min,"Horror, Thriller","After graduating from college, 21-year-old Bridget moves to a new town. Desperately needing a job to support her budding writing career, she takes a job as an Executive Assistant to business tycoon Anthony Gloss.",4.2,2021
s612,Movie,Her Name Is Chef,,,,2021-06-15,2021,,99 min,Documentaries,"Her Name is Chef showcases 6 amazingly talented, inspiring, females of the kitchen. Each share their triumphs in cutting through the clichÃ©s of the restaurant industry, and explore how they broke down the doors to âearnâ the title of Chef.",6.2,2021
s613,TV Show,Married at First Sight,,,United States,2021-06-15,2014,TV-14,7 Seasons,Reality,"In the Big City, true love is increasingly hard to achieve. But what if six brave souls, yearning for romance and a loving partnership, agree to a provocative proposal: getting married at first sight?",6.2,2021
s615,TV Show,Mountain Men,,,,2021-06-15,2013,TV-PG,1 Season,"News, Reality, Science & Technology","It's a race against winter for men who make their living off the land - hunting, fishing and trapping to put food on the table. For Mountain Men, survival is predicated on using ancient skills perfected over hundreds of years. Follow the lives of four American men and their families as they strive for the sustenance they need to make it through the harshest season.",7.3,2021
s616,Movie,Nasrin,,,,2021-06-15,2020,,91 min,Documentaries,"Secretly filmed in Iran: an immersive portrait of courageous human rights activist and political prisoner, Nasrin Sotoudeh, and Iranâs remarkable womenâs rights movement. Narrated by Olivia Colman.",8.2,2021
s617,TV Show,The Celebrity Dating Game,,,,2021-06-15,2021,TV-14,1 Season,"Game Shows, Reality","Hosted by actress and singer-songwriter Zooey Deschanel and multiple Grammy-winning singer-songwriter Michael Bolton, ""The Celebrity Dating Game"" offers a wry wink at modern dating with a star-studded roster of celebrity singles from television, music, comedy, reality TV and feature film in their pursuit to find love. Offering the same iconic feel as the original classic dating show, each episode follows two celebrities who each pick one lucky suitor from a hidden panel of three bachelors and/or bachelorettes based on answers to a variety of questions. But there's a twist! The celebrity identities will remain a mystery to their suitors, who are given clues via hilarious parody song performances by host Michael Bolton.",2.9,2021
s618,Movie,The Obituary of Tunde Johnson,,,,2021-06-15,2019,,104 min,"Drama, LGBTQ+, Thriller","A wealthy, Nigerian-American teen is pulled over by police, shot to death and immediately awakens, reliving the same day over and over, trapped in a terrifying time loop - forced to confront difficult truths about his life and himself.",5.7,2021
s619,TV Show,RÅ«rangi,,,,2021-06-14,2021,,1 Season,"Documentaries, International, LGBTQ+","After skipping town a decade ago, transgender activist Caz Davis returns to the remote, politically divided dairy community of RÅ«rangi, hoping to reconnect with his estranged father, who hasnât heard from him since before Caz transitioned.",7.0,2021
s620,Movie,The Housewife and the Hustler,,,,2021-06-14,2021,,,Documentaries,"ABC News Originals goes inside the real-life legal drama facing the husband of ""The Real Housewives of Beverly Hills"" cast member Erika Jayne, legal titan Tom Girardi. Once considered a crusader of justice, Girardi now stands accused of embezzling from the victims he swore to protect.",6.3,2021
s621,TV Show,Blindspotting,,,,2021-06-13,2021,TV-MA,1 Season,"Comedy, Drama","âBlindspottingâ centers on Ashley, who is nipping at the heels of a middle-class life in Oakland until Miles, her partner of 12 years and father of their son, is suddenly incarcerated, leaving her to navigate a chaotic and humorous existential crisis when she is forced to move in with Milesâ mother and half-sister. The series stars Jasmine Cephas Jones as âAshleyâ; Benjamin Turner as âEarl,â who is fresh out of prison, wearing an ankle monitor and just trying to kill time and lay low; Candace Nicholas-Lippman as âJanelle,â Ashleyâs close friend whoâs just returned to the neighborhood after spending many years in Bali; Jaylen Barron as âTrish,â Milesâ half-sister, Atticus Woodward as âSean,â Ashley and Milesâ sweet, smart and energetic son; Helen Hunt as âRainey,â Milesâ mother who has strong opinions; and Rafael Casal who reprises his role as âMiles,â Ashleyâs ride-or-die partner and father of their son.",6.6,2021
s622,Movie,Willy's Wonderland,,,,2021-06-13,2021,,89 min,"Action, Horror","A loner (Nic Cage) wages war against possessed animatronic mascots while trapped inside Willy's Wonderland, an abandoned family fun center.",5.5,2021
s623,Movie,UFC 263,,,,2021-06-12,2021,,,Sports,UFC 263: Adesanya vs. Vettori 2,7.1,2021
s624,Movie,Come True,,,,2021-06-11,2020,,105 min,"Horror, Science Fiction","Looking for an escape from her recurring nightmares, 18-year-old Sarah submits to a university sleep study, but soon realizes she's become the conduit to a frightening new discovery.",6.0,2021
s625,TV Show,"Love, Victor",,,United States,2021-06-11,2020,TV-14,2 Seasons,"Drama, LGBTQ+, Latino","Set in the world of the original 2018 film âLove, Simon,â the series follows Victor, a new student at Creekwood High School on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation. When it all seems too much, he reaches out to Simon to help him navigate the ups and downs of high school.",8.0,2021
s627,TV Show,The Real Housewives of Potomac,,,United States,2021-06-11,2016,TV-14,5 Seasons,"Black Stories, Reality","Throughout Potomac, Maryland are a handful of old-line, wealthy African-American families who have historically broken racial barriers to provide the best life possible for their children.",5.5,2021
s628,Movie,The Real Rebel: The Erin Brockovich Story,,,,2021-06-11,2021,,,News,"Youâve seen the movie. Youâve seen the TV series. Now, hear Erin Brockovich tell the real story.",7.3,2021
s629,TV Show,House Rules,,,,2021-06-10,2020,,1 Season,Reality,"Eight couples put their most important possession â their homes â on the line, for a huge, life-changing cash prize. In Season Eight, the couplesâ first task is to renovate a penthouse apartment, following five house rules created by the judges. Over two sets of rounds, two couples are eliminated. The six remaining couples then travel around the country to completely renovate each otherâs homes. Every week, one couple hands over the keys of their home to their competitors, to transform every room in their house in seven days â in any way they want. renovation in seven days. Each homeowner issues their own set of âHouse Rulesâ â a list of doâs and donâts. But rules are meant to be broken! How far can each team go to transform their homes? Will the teams return to a dream house or to their worst nightmare? A group of home professionals â British design star Laurence Llewelyn-Bowen, interior designer Kyly Clarke and home builder Saul Myers â and the homeowners judge the results.",7.4,2021
s630,TV Show,MasterChef,,,United States,2021-06-10,2010,TV-PG,11 Seasons,"Cooking & Food, Family, Lifestyle & Culture","A culinary competition series that searches for the best home cooks in America, and through a series of exciting elimination rounds, will turn one of them into a culinary master.",7.2,2021
s631,TV Show,Sarah Beeny's Renovate Don't Relocate,,,,2021-06-10,2019,,1 Season,"International, Reality","Expert developer and TV host Sarah Beeny comes to the aid of homeowners living in a property that no longer works for them. From newlyweds and new parents, to people who work from home, she shows them how a little design know-how can improve their lifestyle, save them money and prevent them having to move home.",7.0,2021
s633,Movie,Trust,,,,2021-06-10,2021,,94 min,"Drama, Romance","In this sexy and twisty ride, New York gallery owner Brooke and her husband Owen each face exceptional temptations, with most unexpected results.",6.9,2021
s634,Movie,Two of Us,,,,2021-06-10,2019,,95 min,"Drama, International, LGBTQ+","Two retired women, Nina and Madeleine, have been secretly in love for decades. Everybody thinks they are simply neighbors, sharing the top floor of their building, until an unforeseen event tests their relationship.",7.2,2021
s635,TV Show,Lego Masters,,,United States,2021-06-09,2020,TV-G,2 Seasons,"Game Shows, Reality",Twelve teams of two compete against each other in ambitious brick-building challenges to be crowned the country's most talented amateur LEGO builders.,7.5,2021
s636,Movie,The Croods: A New Age,,,,2021-06-09,2020,PG,95 min,"Action, Adventure, Comedy","In search of a new home, the Croods encounter the more sophisticated Betterman family. A new threat forces the two families to set aside their differences to avoid extinction.",6.9,2021
s637,TV Show,Hell's Kitchen,,,United States,2021-06-08,2005,TV-14,11 Seasons,"Cooking & Food, Family, Lifestyle & Culture",An unscripted culinary boot camp that features the drama of aspiring restaurateurs competing for world-renowned Chef Gordon Ramsayâs approval and the chance to become Americaâs next culinary star.,7.2,2021
s638,TV Show,Killer Women with Piers Morgan,,,,2021-06-08,2017,TV-14,2 Seasons,"Crime, Documentaries","Killer Women with Piers Morgan explores the world of female killers, digging in on motives and reasons why they ultimately commit the crime of murder.",6.6,2021
s639,Movie,The American Royal Baby,,,,2021-06-07,2021,,,News,An insider's look at the life Prince Harry and Meghan Markle's new daughter has as the first American born into the senior British Royal family in the U.S.,5.4,2021
s640,TV Show,The Chase,,,United States,2021-06-07,2021,TV-PG,1 Season,"Game Shows, Reality","A heart-racing quiz show where three competitors face off against the Chaser, a ruthless quiz genius determined to stop them from winning cash prizes. Each episode is a fast-paced battle of brainpower, where contestants are challenged to think faster than they ever thought possible to answer up to 166 questions across all topics.",6.8,2021
s641,TV Show,The Insider: Reggie Yates,,,,2021-06-07,2016,,2 Seasons,"Crime, Documentaries",The Insider sees TV presenter Reggie Yates live life for real inside some of the worldâs most brutal institutions.,7.4,2021
s643,TV Show,Little Birds,,,,2021-06-06,2020,,1 Season,"Drama, Romance","âLittle Birdsâ follows New York heiress Lucy Savage (Juno Temple) fresh off the transatlantic steamer and ready for love and marriage in exotic climes. But when her husband Hugo (Hugh Skinner) does not receive her in the way she expected, she spins off into the surprising, diverse and degenerate world of Tangier in 1955. Period drama about an ingÃ©nue abroad this is not. Instead, âLittle Birdsâ is a modern tale of a woman losing and then finding herself down a mesmerizing rabbit hole. What Lucy discovers is a world in flux, a country quivering on the cusp of independence, populated by a myriad of characters including a provocative dominatrix, Cherifa Lamor (Yumna Marwan) who particularly captures Lucyâs imagination. âLittle Birdsâ is a bold and subversive re-invention of melodrama for our times that takes the audience on a witty, moving and provocative journey towards freedom and independence.",5.9,2021
s644,TV Show,The Kings,,,,2021-06-06,2021,,1 Season,"Documentaries, Sports","A four-part series showcasing four champions who ushered in a boxing renaissance. As the recession of the late 70s gave way to the capitalism of the 80s, the underrepresented yearned for someone to fight for them. Amidst this backdrop, Roberto Duran, Marvelous Marvin Hagler, Thomas Hearns and Sugar Ray Leonard became the people?s champions and revitalized the sport of boxing. Through in-depth interviews and archival footage, the series showcases their incredible achievements in the ring as well as their personal battles outside of it.",7.1,2021
s645,Movie,Juan Luis Guerra 4.40: Entre Mar y Palmeras,,,,2021-06-04,2021,TV-PG,,"Documentaries, International, Latino",Juan Luis Guerra and his band perform a mix of new and classic hits in this concert from the Dominican Republic. Premieres June 3.,8.8,2021
s646,TV Show,Quest for the Stanley Cup,,,,2021-06-04,2018,,4 Seasons,"Documentaries, Sports","A seven-part, behind-the-scenes docuseries following teams as they pursue the Stanley Cup.",8.6,2021
s647,Movie,A Glitch in the Matrix,,,,2021-06-03,2021,,109 min,Documentaries,"Are we living in a simulation? Filmmaker Rodney Ascher (ROOM 237, THE NIGHTMARE) wrestles with this existential question in his latest documentary, a multimedia journey that's part sci-fi mind-scrambler, part true-crime horror story.",5.3,2021
s649,TV Show,America's Got Talent,,,United States,2021-06-02,2006,TV-14,1 Season,"Family, Music, Reality",America votes in the ultimate talent show to determine which act deserves a million dollars.,5.8,2021
s651,TV Show,American Ninja Warrior,,,United States,2021-06-01,2012,TV-PG,1 Season,"Action, Adventure, Family","American competitors face the world's most difficult obstacle course in Japan for the chance to win $500,000.",6.8,2021
s652,Movie,Bloody Sunday,,,,2021-06-01,2002,R,111 min,"Drama, History","Paul Greengrass' ""magnetic and impassioned""* drama is a ""staggering re-creation""** of the events of Sunday, January 30th, 1972 when British troops clashed with unarmed protestors in Derry, Northern Ireland.",7.6,2021
s653,Movie,Changing the Game,,,,2021-06-01,2021,TV-14,91 min,Documentaries,"CHANGING THE GAME takes us into the lives of three high school athletes â all at different stages of their athletic seasons, personal lives, and unique paths as transgender teens.",6.4,2021
s654,TV Show,Drag SOS,,,,2021-06-01,2019,,1 Season,Reality,"Narrated by Hugh Bonneville (Downton Abbey), this outrageous and emotional series follows inspiring drag queens Cheddar Gorgeous and Anna Phylactic along with their authentic drag family as they embark on their first ever glamorous national road trip. Their aim: To unleash Britainâs inner drag â and help ordinary Brits go on a voyage of self-discovery as they transform into a bigger, better, drag-enhanced version of themselves. Funny, glamorous and razor sharp drag queens Cheddar Gorgeous, Anna Phylactic and The Family live in Manchester where they host the monthly âCha Cha Boudoir,â and teach unconfident and uncertain guests how to dress, make up and unleash their inner diva, a journey theyâve made themselves. Drag is about finding your most glamorous route to self-confidence and The Family tours Britain in their bus to work with people with their own stories to tell. Can they convince the unconstructed man, the downtrodden woman, and the anxious teenager to come together and unleash a new side of themselves? Each show sees them work within a community, leading to a huge lip sync performance, in front of family, friends and the locals from the town who witness a transformation they could never have imagined.",8.5,2021
s655,Movie,Fun in Acapulco,,,United States,2021-06-01,1963,PG,97 min,"Comedy, Music",Fun In Acapulco portrays Elvis as a sexy lifeguard by day who transforms himself into a popular entertainer at night by singing at a local Mexican resort.,5.8,2021
s656,Movie,Hanging Up,,,,2021-06-01,2000,PG-13,95 min,Comedy,"Moving comedy/drama about three sisters (Diane Keaton, Meg Ryan, Lisa Kudrow) and their relationship with their irascible father (Walter Matthau). Screenplay by Nora & Delia Ephron. Directed by Keaton.",4.8,2021
s657,TV Show,HouseBroken,,,,2021-06-01,2021,TV-PG,1 Season,"Adult Animation, Comedy, Sitcom","""HouseBroken"" is an animated series following a group of neighborhood pets and stray animals as they work through their issues inside and outside their therapy group. Honey, a standard poodle, opens her living room for the group to come and support each other through the misery, mayhem and majesty that is being a pet. Honey also struggles with her own problems, such as her arranged (by her human) marriage with Chief, a sloppy St. Bernard who enjoys eating socks and licking himself. The group includes Shel, a sex-positive tortoise with intimacy issues and a knack for choosing unconventional partners; Tabitha, an aging Persian cat beauty queen, trying to adjust to life off the cat show circuit; The Gray One, a street smart cat who lives with about 30 other cats and has his one eye on Tabitha; Chico, a chonky, co-dependent and very naive cat; and the group's newest member, Diablo, an anxious, sweater-wearing terrier who has an obsessive compulsive disorder.",6.4,2021
s658,Movie,Hud,,,United States,2021-06-01,1963,TV-14,112 min,"Action, Adventure, Drama","Life is hard on a Texas ranch, and the owner is not helped by his arrogant ne'er-do-well son, who is a bad influence on the household. The winner of 3 Academy Awards including Best Actress.",7.8,2021
s659,TV Show,Inside Missguided,,,,2021-06-01,2020,,1 Season,Reality,"Nitin Passi, CEO and Founder of Britainâs fastest growing fashion brand, has set his sights on becoming the first British Asian Billionaire. To get there, he and his predominantly all-female workforce must take risks. But after eight years of enormous success, Missguided crashed. They lost Â£26 million in 2018 and Nitin is now spending more than ever before to bring his business back to glory. This is an exploration of one of the UKâs fastest growing and most profitable industries: fast fashion. An industry thatâs dominated by young entrepreneurial British Asians. Whilst thereâs an extraordinary story to be told in the success and future plans of Missguided, thereâs a cost beyond the price tag. The company must address the way it operates globally, and how to move forward in an everchanging, ever-ethical clothing industry.",5.0,2021
s660,TV Show,Into,,,,2021-06-01,2020,,1 Season,Documentaries,Documentary on the world of BDSM and kink.,8.1,2021
s661,Movie,Last Chance Harvey,,,,2021-06-01,2008,PG-13,93 min,"Drama, Romance",Legendary Oscar(R) winners Dustin Hoffman and Emma Thompson star in this story of unexpected romance set in London.,6.6,2021
s662,Movie,Revolutionary Road,,,,2021-06-01,2008,R,119 min,"Drama, Romance",'Titanic' stars Leonardo DiCaprio and Kate Winslet reteam in this acclaimed drama about a young couple's crumbling marriage in 1955.,7.3,2021
s663,Movie,Rules Of Engagement,,,,2021-06-01,2000,R,128 min,"Black Stories, Comedy, Drama",Tommy Lee Jones and Samuel L. Jackson star in this riveting saga of a veteran Marine who is made the scapegoat of an ill-fated mission.,7.4,2021
s664,Movie,Savage State,,,,2021-06-01,2019,,121 min,"Adventure, Drama","American Civil War breaks out and a family of French colonists decides to go back to France. Edmond, Madeleine, and their three daughters have to cross the whole country to reach New-York, led by the mysterious and dangerous mercenary, Victor.",5.1,2021
s665,TV Show,Sex Party 101,,,,2021-06-01,2019,,1 Season,Documentaries,"An honest exploration of sex clubs, from etiquette standards to daily life. This documentary breaks taboos to search for the truth.",5.6,2021
s666,Movie,Silence,,,,2021-06-01,2016,R,161 min,"Drama, History",SILENCE tells the story of two Christian missionaries who face the ultimate test of faith when they travel to Japan in search of their missing mentor â at a time when Christianity was outlawed and their presence forbidden.,8.6,2021
s667,Movie,Switchback,,,,2021-06-01,1997,R,118 min,"Crime, Mystery, Thriller","Frank LaCrosse, an FBI agent, steps outside his job to find a brilliant serial killer who has kidnapped his son and becomes involved in a vicious game of cat and mouse.",6.4,2021
s668,Movie,The Adventures of Tintin: The Secret of the Unicorn,,,,2021-06-01,2011,PG,107 min,"Action, Adventure, Family",Tintin and his friends discover directions to a sunken ship commanded by Capt. Haddock's ancestor and go off on a treasure hunt.,6.8,2021
s669,Movie,The Cookout,,,United States,2021-06-01,2004,PG-13,88 min,"Black Stories, Comedy, Drama","NBA draftee, Todd Anderson, throws an old-fashioned cookout in his new upscale neighborhood.",3.8,2021
s670,Movie,The Love Letter,,,,2021-06-01,1999,PG-13,87 min,"Comedy, Drama, Romance","In a small town where everyone knows everyone else's business, an anonymous love letter to an unknown person sends comedic, romantic sparks through several lonely people. With Ellen DeGeneres.",5.5,2021
s671,Movie,The Time Machine,,,,2021-06-01,2002,PG-13,96 min,"Action, Adventure, Science Fiction","After the sudden and unexpected death of his fiancee spurs Alexander Hartdegen, a scientist, professor and inventor to build a time machine, which he hopes to use in an effort to change the past.",6.0,2021
s672,Movie,To Die For,,,,2021-06-01,1995,R,106 min,"Comedy, Drama, Thriller","Nicole Kidman is astounding as a newswoman dead-set on making it onto the small screen, whether herhusband wants her there or not.",6.8,2021
s673,Movie,Walking Tall,,,,2021-06-01,1973,R,125 min,"Action, Adventure, Crime","Based on true events in the life of Tennessee sheriff Buford Pusser, who ""removes"" corruption in his county with a four-foot-long wooden club.",6.3,2021
s674,Movie,Wayne's World 2,,,United States,2021-06-01,1993,PG-13,95 min,"Comedy, Music","The success of their TV show allows Wayne Campbell and Garth Algar to finally move out of their parents' homes, but now they have to figure out what to do with their lives.",6.2,2021
s675,Movie,Young Adult,,,United States,2021-06-01,2011,R,94 min,"Comedy, Drama, Romance","A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",6.3,2021
s676,TV Show,Duncanville,,,United States,2021-05-31,2020,TV-14,2 Seasons,"Adult Animation, Comedy, Sitcom","âDuncanvilleâ is centered around a spectacularly average 15-year-old boy with a rich fantasy life, and the people in his world.",6.3,2021
s677,Movie,The Donut King,,,,2021-05-31,2020,,99 min,Documentaries,Everything you thought you knew about the donut begins with Ted Ngoy. This is the unlikely story of a Cambodian refugee arriving in America in 1975 and building a multi-million-dollar empire baking Americaâs favorite pastry.,7.1,2021
s678,Movie,The World to Come,,,,2021-05-31,2020,R,105 min,"Drama, LGBTQ+, Romance","Abigail is a grieving wife whose life changes with the arrival of a new neighbor, Tallie. As the two women fall in love against the backdrop of the 19th century Northeast, their connection intensifies inciting jealousy from their husbands.",6.4,2021
s679,Movie,Lavell Crawford: The Comedy Vaccine,,,,2021-05-28,2021,TV-MA,,"Comedy, Stand Up","Lavell Crawford focuses on COVID-19, mask culture and fatherhood.",5.3,2021
s680,TV Show,My 600-lb Life,,,,2021-05-28,2014,TV-PG,2 Seasons,"Documentaries, Health & Wellness, Lifestyle & Culture","Follow the lives of morbidly obese individuals, each weighing over 600lbs. Through their year-long journeys, they attempt to lose thousands of pounds collectively, to survive. These stories are about much more than weight loss, theyâre about heart.",6.7,2021
s681,Movie,The Vigil,,,,2021-05-28,2019,PG-13,90 min,"Horror, Thriller","Called to stand watch overnight to a deceased member of his former Orthodox Jewish community, a young man comes to feel an inescapable supernatural presence in the house.",5.8,2021
s682,TV Show,Unusual Suspects,,,United States,2021-05-28,2010,TV-14,8 Seasons,"Crime, Documentaries, Mystery","Just when you thought you knew who did it, a tip comes in that changes the direction of the case and shifts suspicions. Find out who really did it on Unusual Suspects.",7.5,2021
s683,TV Show,Unusual Suspects: Deadly Intent,,,,2021-05-28,2017,,1 Season,"Crime, Documentaries, Drama","Unusual Suspects showcases some of the most daunting investigations in modern law enforcement. Each episode unfolds through first-person accounts of the police who worked the case, as well as emotional interviews with friends and family of the victim.",7.7,2021
s684,TV Show,Crime Scene Kitchen,,,,2021-05-27,2021,TV-PG,1 Season,"Cooking & Food, Lifestyle & Culture, Reality",Bakers must decode what type of dessert was made using just crumbs and a few elusive clues.,7.6,2021
s685,TV Show,Narco Wars,,,United Kingdom,2021-05-27,2020,TV-14,2 Seasons,"Crime, Documentaries, Drama",NARCO WARS explores how opportunistic smuggling networks in Latin America turned into powerful and ruthless drug cartels with unprecedented power.,8.4,2021
s686,TV Show,Press Your Luck,,,United States,2021-05-27,2019,TV-PG,2 Seasons,"Game Shows, Reality",A game of wits as contestants avoid the WHAMMY.,6.5,2021
s687,TV Show,"The $100,000 Pyramid",,,,2021-05-27,2016,TV-G,1 Season,"Game Shows, Reality","The Pyramid is back! ""The $100,000 Pyramid"" features 100 grand up for grabs each week when some of today's hottest stars team-up with players from across the country to take on the timeless war of words, racing against the clock to give and guess clues in one of TV's all-time great word-association games.",6.3,2021
s688,TV Show,The Bachelor,,,United States,2021-05-27,1999,TV-14,2 Seasons,"Reality, Romance","ABC's highly-rated, popular romance reality series features a handsome bachelor looking for his soulmate from among 25 bachelorettes.",3.2,2021
s689,TV Show,The Bold Type,,,United States,2021-05-27,2017,TV-14,5 Seasons,"Black Stories, Drama, Lifestyle & Culture","The Bold Type reveals a glimpse into the outrageous lives and loves of those responsible for the global women's magazine, ""Scarlet."" The rising generation of Scarlet women leans on one another as they find their own voices in a sea of intimidating leaders. Together they explore sexuality, identity, love and fashion.",7.8,2021
s691,TV Show,Mike Tyson: The Knockout,,,,2021-05-26,2021,,1 Season,Documentaries,"Mike Tyson as you have not seen. ABC enters the ring with boxing legend, detailing his climb, crash and comeback.",8.0,2021
s692,TV Show,Mr Inbetween,,,Australia,2021-05-26,2018,TV-MA,3 Seasons,"Crime, Drama","Hardened by the prison system and his experiences dealing with it, criminal for hire Ray Shoesmith learns how to deal with life in the real world away from the bars of prison, where actions always have consequences.",8.7,2021
s694,TV Show,Escape from the City,,,,2021-05-25,2019,,1 Season,Lifestyle & Culture,"A timely âhow toâ guide, packed full of expert advice and industry insights for those seeking a different way of life. A host guides a family, couple, or individual through their life-changing decision to escape the city and move to coastal, country, or regional Australia. Along the way they sample local delights and visit local attractions to get a feel for the area they are planning on moving to.",8.0,2021
s695,TV Show,The Farmer Wants A Wife,,,,2021-05-25,2007,,4 Seasons,"Reality, Romance","Six single farmers embark on a quest to find romance and hopefully everlasting love. At each stage the heat is turned up, but eventually one lucky lady is chosen for each farmer. Will this be the end or the beginning of a new life together?",4.6,2021
s696,TV Show,The Ultimate Fighter,,,,2021-05-25,2013,TV-14,29 Seasons,"Reality, Sports",28 middleweights arrive in Las Vegas with their friends and family for a shot at a UFC contract.,7.8,2021
s697,Movie,Vanguard,,,,2021-05-24,2020,,108 min,"Action, Thriller",Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,4.7,2021
s698,TV Show,Flatbush Misdemeanors,,,,2021-05-21,2021,TV-MA,1 Season,Comedy,"Rising comedians Dan Perlman and Kevin Iso play fictionalized versions of themselves: neighborhood best friends and urban millennials hilariously climbing the ladder to nowhere in the irreverent new comedy series FLATBUSH MISDEMEANORS. But even inside the losing, Dan and Kevin find there are little wins that come from tackling hipsters, mental health issues and the rising tide of gentrification.",6.8,2021
s699,TV Show,Marvel's M.O.D.O.K.,,,,2021-05-21,2021,TV-MA,1 Season,"Adult Animation, Comedy, Science Fiction",Taking over the world has never felt farther away as the megalomaniacal super villain M.O.D.O.K. struggles to maintain control over his evil organization and his demanding family.,6.4,2021
s700,Movie,Red Dawn,,,,2021-05-19,2012,PG-13,93 min,"Action, Adventure","The city of Spokane, Washington is awakened by a North Korean paratrooper invasion. Marine Corps veteran Jed Eckert and his civilian brother, Matt, unite with their friends to form a guerrilla resistance group to drive the invaders from their home.",6.3,2021
s702,TV Show,My Little Pony: Pony Life en EspaÃ±ol,,,,2021-05-18,2020,,1 Season,"Kids, Latino","Â¡Descubre el lado divertido de la amistad con My Little Pony: Pony Life! AsÃ­ como van a la casa de una amiga despuÃ©s de la escuela, las ponys pasan la mayor parte del tiempo en Sugarcube Corner. AquÃ­, Pinkie Pie sirve pastelitos congelados a sus mejores clientes del mundo: Â¡sus amigas! Juntas, las Mane 6 se encuentran con todo tipo de adivinanzas con pastelitos, glaseados desastrosos, deliciosos desastres y percances mÃ¡gicos. Y gracias a una misteriosa fuente de pociones mÃ¡gicas, las aventuras cotidianas se volverÃ¡n desopilantes!",5.0,2021
s703,Movie,Supernova,,,,2021-05-18,2020,R,95 min,"Drama, LGBTQ+, Romance","Sam and Tusker are traveling across England, making the most of their time left together as a serious diagnosis tests their love.",6.9,2021
s705,TV Show,Death and Nightingales,,,,2021-05-16,2018,,1 Season,"Drama, History","Based on Eugene McCabe's modern Irish classic, `Death And Nightingales' is a riveting story of love, betrayal, deception and revenge, set in the beautiful haunting countryside of Fermanagh in 1885.",6.4,2021
s706,Movie,A Perfect Ending,,,,2021-05-15,2012,,110 min,"Drama, LGBTQ+, Romance","From writer-director Nicole Conn comes the edge-of-your-seat lesbian glossy, sexy and fun romantic drama. When straight and married Rebecca seeks out the sexual services of high-priced call girl Paris she isnât expecting to fall in love.",5.6,2021
s708,Movie,Cowboys,,,,2021-05-15,2020,,86 min,"Action, Adventure, Drama","In Montana, a father tries to liberate his young transgender son by taking him to Canada, but as a frustrated female detective spearheads an investigation, she discovers that the childâs family situation is more complicated than she thought.",6.0,2021
